time             ,lang   ,distributed,seed,hidden,rate,momentum,ticks,rand_range,num_train,boundary_precision,boundary_recall,boundary_F,word_precision,word_recall,word_F,expA_accuracy,expB_accuracy,expA_reaction,expB_reaction,expA_std,expB_std,expA_rts                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,expB_rts                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,expA_errors                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,expB_errors                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
04/19 at 19:18:02,danish ,False      ,0.0 ,80.0  ,0.1 ,0.95    ,1.0  ,0.25      ,696692.0 ,0.629             ,0.629          ,0.629     ,0.326         ,0.326      ,0.326 ,0.705        ,0.65         ,3.011        ,3.278        ,0.071   ,0.076   ,"[0.9734984802590987, 1.3573056688161735, 0.8525877438418442, 1.2217349847929604, 1.2503816297861021, 2.581547358117804, 0.6887372048657407, 0.8038431944343892, 1.833285923276982, 0.6889865223331981, 11.527321449376686, 0.8108469658407168, 0.7354243923885991, 3.3825174825174824, 0.7431795508853932, 2.1010685135738916, 0.6620240701896503, 0.7881257903179413, 4.276424436869935, 1.164925539613361, 6.589855920607966, 0.8025139436775495, 0.5761624116390884, 3.729938433061045, 0.9736998356362606, 5.158792177606795, 1.276733342979459, 0.6225065779915736, 0.6996762747535286, 10.46825595396331, 2.560455806759767, 0.8876052774298576, 0.7552830452406467, 0.9843451349597734, 2.3181967235282586, 31.544234874483195]"      ,"[0.9909048968684395, 1.508263435175596, 7.080907678868065, 1.6653408534099658, 1.0814728402682483, 1.3673983419798712, 0.8043809190010272, 8.17916407479235, 3.001429185364342, 0.7091516439946771, 11.921552498935679, 1.0995849440488301, 1.143852177287336, 1.611647215446182, 0.9277468896472265, 0.9261823497672319, 0.8713641127092291, 1.21740489668351, 9.93467430469327, 1.9742033665948506, 6.556138476872164, 0.6839900759644743, 0.7468195742717262, 0.9593968427802975, 0.937550819129073, 1.9513927149111485, 1.6376244907197826, 0.871183738049794, 1.0535161709041048, 11.248386671391962, 2.582582724052161, 1.5629805729777746, 21.97611363254325, 1.077012663172932, 2.838638819114746, 3.3144577926028296]"              ,"[(33.72172, 10.83624), (9.154670000000001, 19.83309), (9.07942, 34.83023), (21.98137, 52.43766000000001), (33.94081, 14.550290000000002), (25.658350000000002, 17.331899999999997), (23.1799, 3.6803), (15.487910000000001, 3.6092500000000003), (14.436179999999998, 25.263700000000004), (5.5713, 35.05118), (22.715400000000002, 24.77532), (4.57881, 19.30892), (18.88277, 3.59833), (11.72709, 15.795440000000001), (22.25637, 4.3535900000000005), (13.509640000000001, 21.94753), (3.0642300000000002, 21.976419999999997), (16.61462, 3.71633), (13.58327, 17.180130000000002), (12.239799999999999, 4.88824), (17.203110000000002, 14.776670000000001), (19.784769999999998, 4.59509), (1.3912900000000001, 19.6587), (21.02364, 16.053440000000002), (4.81874, 14.9913), (9.30044, 11.29676), (17.55958, 7.67651), (17.38454, 1.89729), (3.80077, 22.83543), (14.02818, 12.7492), (9.511949999999999, 14.128380000000002), (3.9951599999999994, 14.30245), (2.7395700000000005, 13.47107), (20.269000000000002, 6.6138200000000005), (16.67279, 10.75667), (11.85861, 11.48854)]"                                                                      ,"[(40.33102, 13.27965), (12.08193, 24.06484), (32.92053, 37.92296), (26.042209999999997, 48.389500000000005), (37.32831, 13.7248), (31.78368, 14.76338), (19.94778, 4.65487), (18.97543, 16.78911), (15.01713, 21.02055), (6.48633, 37.4989), (21.73076, 23.63337), (11.0511, 29.48235), (17.24156, 6.753049999999999), (16.73367, 31.786710000000003), (18.19138, 5.450060000000001), (9.509849999999998, 31.82389), (5.241110000000001, 19.35424), (20.5183, 8.57103), (12.38518, 13.69791), (16.64023, 9.91474), (16.778579999999998, 14.40071), (27.936529999999998, 4.34129), (3.70141, 18.69783), (7.84427, 24.91942), (4.64938, 15.2753), (11.301400000000001, 19.08799), (8.04164, 15.110439999999999), (21.1282, 5.71947), (5.89751, 16.552139999999998), (14.254669999999999, 13.04134), (16.358649999999997, 11.05185), (8.28081, 16.070990000000002), (13.37104, 12.77614), (20.345340000000004, 7.4441500000000005), (19.5916, 13.723460000000001), (16.61574, 12.259749999999999)]"                                                                                                                                                                  
04/19 at 19:18:16,danish ,False      ,1.0 ,80.0  ,0.1 ,0.95    ,1.0  ,0.25      ,696692.0 ,0.616             ,0.59           ,0.602     ,0.286         ,0.274      ,0.28  ,0.701        ,0.674        ,3.726        ,2.024        ,0.077   ,0.075   ,"[2.2385490118765654, 2.0408661096339764, 1.0914087199374496, 3.75817347102848, 5.811461527698422, 0.9423650937538182, 1.3309255915757194, 0.7990684491950201, 24.03710258369313, 0.6394694198317111, 45.29002927781401, 0.8713916052052018, 0.9303627042239027, 1.2387378517357157, 0.6563495419309373, 0.9673512017087066, 0.7011481327663683, 0.7453959204603973, 1.6927709505272688, 0.7627115506233034, 4.364024757156364, 0.7910857939919193, 0.579057288142822, 3.1321143300925782, 1.4800234926417322, 1.38258310379957, 1.114089425024439, 2.0738337386240717, 0.7538850835744723, 1.1379408967042006, 14.052074781700123, 1.199759110000048, 1.222181213824886, 1.4404513387824254, 1.7678671003443565, 1.0870573913657136]"        ,"[1.7190653731359156, 0.9935688588169019, 7.181638665866441, 0.8364488457919724, 2.2327616216517114, 0.821423107362027, 0.8030728195431378, 0.9338694416965518, 1.6169803466034607, 0.7901808658040697, 1.6815722190200055, 1.534869235530795, 0.9635823143123229, 1.733523897308572, 7.777585790601506, 0.6869404663350911, 2.3152211099707207, 0.6840307840911622, 1.747009493750917, 2.3253193167595256, 1.9741228056975877, 1.2862312678003394, 0.7397883942061376, 0.972701042226779, 1.7912486306408757, 1.105218238542352, 5.449530762718611, 1.628921865112251, 1.0116750947042221, 1.3593618289579759, 1.3667738390446542, 5.855121625782609, 3.139003958155183, 1.4118658691731798, 2.587241624791494, 1.819580663491345]"          ,"[(30.42098, 19.312549999999998), (17.72768, 29.23269), (11.308060000000001, 30.42861), (33.029309999999995, 43.16668), (43.30319, 36.44215), (31.52074, 9.667230000000002), (14.521730000000002, 6.590369999999999), (14.67177, 3.3777000000000004), (15.095049999999999, 15.736380000000002), (4.495309999999999, 36.72682), (27.536910000000002, 28.15171), (6.65097, 24.55921), (10.00769, 3.0110799999999998), (13.951249999999998, 5.927469999999999), (16.408599999999996, 2.2186), (8.94055, 28.07081), (5.59891, 33.43367), (28.90072, 5.694670000000001), (4.29586, 7.89744), (17.051479999999998, 3.5476200000000007), (11.31664, 8.990039999999999), (25.343019999999996, 5.7137899999999995), (2.0390099999999998, 27.830560000000006), (14.50574, 20.016799999999996), (3.7878300000000005, 7.65287), (7.017330000000001, 14.968230000000002), (10.10491, 3.84447), (25.31767, 15.48111), (4.15879, 20.539389999999997), (20.38804, 7.9406799999999995), (7.79933, 7.26337), (5.84464, 14.197000000000001), (4.745069999999999, 11.31554), (20.775190000000002, 10.068819999999999), (19.23716, 10.754669999999999), (6.32225, 17.091639999999998)]","[(29.211709999999997, 16.047739999999997), (9.70769, 29.37605), (15.92014, 18.30281), (12.82327, 50.93684999999999), (32.89253, 20.856160000000003), (27.9842, 6.80688), (18.965, 4.41094), (22.626130000000003, 6.846360000000001), (22.06988, 11.64471), (8.4693, 37.65558), (30.051550000000002, 16.27637), (13.374649999999999, 26.298650000000002), (15.91978, 5.04251), (16.76827, 9.260729999999999), (9.645129999999998, 10.97045), (5.73567, 36.41747), (12.2565, 19.00857), (37.7301, 5.86429), (7.39635, 13.32762), (14.6501, 9.46481), (8.22104, 4.898230000000001), (29.615249999999996, 13.035509999999999), (3.4503199999999996, 17.83934), (7.349310000000001, 22.89679), (8.03872, 14.26426), (4.857530000000001, 12.883610000000001), (6.8404, 8.22243), (27.384619999999998, 14.52148), (6.61447, 19.541559999999997), (28.322320000000005, 13.09004), (5.1976700000000005, 11.194239999999999), (10.434989999999999, 12.38359), (5.15379, 7.106719999999999), (27.78681, 13.25294), (14.78798, 9.99795), (11.425510000000001, 20.08395)]"                                                                                                     
04/19 at 19:18:29,danish ,False      ,2.0 ,80.0  ,0.1 ,0.95    ,1.0  ,0.25      ,696692.0 ,0.66              ,0.619          ,0.639     ,0.319         ,0.3        ,0.309 ,0.705        ,0.731        ,1.765        ,1.943        ,0.077   ,0.071   ,"[0.8031357647433511, 0.9269946814331679, 2.4486147276590757, 0.874680937200654, 0.8710271506738931, 0.7082748825107145, 0.8303582796465585, 0.9224979695761483, 1.702836564276324, 0.7092002829579208, 0.841752235559848, 1.46531446300795, 1.005949650919839, 0.9117943161797581, 1.6343283112370894, 0.7231539442267065, 1.4877382034862343, 2.0801784026404, 2.4731760273775625, 0.9894142160358671, 1.1724210689191943, 1.0405159673567501, 1.081163496885698, 1.1231922412183564, 3.559192329746686, 1.1956612492262517, 2.4943527899110585, 2.3179554225834593, 0.8321763564543679, 3.9097019621303146, 5.462474115991971, 2.2451686207673385, 1.489730722443086, 1.14170719524883, 8.34878650238892, 1.7300077682544253]"             ,"[0.8973573963376247, 1.192866379913712, 1.0010584390955277, 1.1709776558122729, 2.2065134410785348, 0.870854058736528, 0.6418305570222708, 0.9058477879668805, 3.2264218138293392, 2.362953261929013, 2.937265797382635, 3.09094069044873, 0.6489263789409035, 2.027070396432982, 0.8673409204501964, 0.6874610550084306, 0.9130958540351294, 0.6270089558729598, 3.0135232754065155, 0.8978725502417896, 0.7724720572978222, 0.9489278057945285, 0.7409703364731693, 2.038954847300138, 0.6164387055317487, 1.0978234533248343, 0.9675083358723593, 1.0669760710292084, 0.8958648164829774, 0.8763739864662674, 1.9766843470555866, 1.1364033178327158, 0.7579094677944969, 1.335811739704344, 0.8842434731250366, 23.635846722101917]"     ,"[(44.026520000000005, 10.24146), (9.754480000000001, 32.59898), (22.944119999999998, 34.7187), (16.936590000000002, 62.13929), (31.646459999999998, 8.564160000000001), (33.75507999999999, 5.81849), (24.03247, 5.96781), (29.31976, 8.7083), (11.69352, 21.41514), (6.95565, 40.20441), (19.85266, 5.056590000000001), (10.494309999999999, 21.3657), (16.5487, 5.55982), (24.84926, 7.2480699999999985), (20.34557, 10.813030000000001), (5.434680000000001, 29.788630000000005), (12.763799999999998, 25.686050000000005), (24.977030000000003, 15.29668), (8.23359, 12.40635), (20.257910000000003, 6.656650000000001), (14.26719, 5.73633), (28.63451, 10.046899999999999), (8.415230000000001, 22.895200000000003), (7.27643, 18.952489999999997), (7.25567, 9.62743), (5.79906, 14.135099999999998), (18.35146, 12.22277), (22.86861, 14.75329), (5.2062100000000004, 20.87924), (19.2715, 14.901250000000001), (6.27882, 7.544079999999999), (7.126779999999999, 11.210500000000001), (9.22625, 18.54823), (23.369390000000003, 9.134580000000001), (17.31458, 19.520599999999998), (9.48443, 17.1953)]"                                                ,"[(50.16541000000001, 14.26521), (11.63182, 28.419790000000003), (12.77453, 38.269619999999996), (16.41365, 40.87594), (33.3253, 21.0123), (21.90182, 5.925050000000001), (31.5723, 3.9217), (21.79095, 6.29073), (26.832980000000003, 36.67481), (16.99168, 26.11251), (20.501109999999997, 28.912630000000004), (9.72735, 13.48172), (27.1634, 3.5209799999999998), (17.53567, 10.59654), (25.22342, 6.7763599999999995), (3.80566, 24.106730000000002), (6.091970000000001, 20.839080000000003), (33.17148000000001, 3.7382800000000005), (14.126779999999998, 19.74709), (15.02576, 4.27674), (21.85626, 4.68004), (21.269840000000002, 6.590129999999999), (3.54337, 18.24796), (11.76591, 19.411299999999997), (1.9860099999999998, 19.04228), (6.4151, 17.14586), (20.51832, 6.53658), (14.95207, 5.41008), (4.82522, 17.01428), (27.82702, 7.60939), (5.98289, 10.03446), (5.51117, 14.17104), (4.07107, 19.855950000000004), (16.75885, 7.630000000000001), (16.12472, 4.475960000000001), (12.71523, 13.26482)]"                                                                                                                                         
04/19 at 19:18:42,danish ,False      ,3.0 ,80.0  ,0.1 ,0.95    ,1.0  ,0.25      ,696692.0 ,0.623             ,0.586          ,0.604     ,0.28          ,0.264      ,0.272 ,0.752        ,0.751        ,2.914        ,1.22         ,0.069   ,0.072   ,"[0.853200218705369, 0.9109463393850451, 0.9283999564903807, 1.2026973362819307, 1.3765320732122015, 0.7361152305794756, 0.7301438282870071, 0.7242913888364076, 0.8369072672595215, 0.7058517837736027, 0.669100532157903, 0.6708442610305462, 0.6598087331628119, 1.52460750838321, 0.9159051927405353, 0.5880569009264395, 0.8432245932844736, 0.7012345131005895, 2.300056772366206, 1.226700142922072, 0.7476602160540858, 0.8728648328113188, 0.5528028232747402, 1.10704907874265, 0.9606816127132631, 0.8114389163806587, 1.4364690185865754, 3.777367734898897, 0.6905880388522235, 4.481339757697615, 21.91702961111251, 0.9721777400569016, 1.1724329597822878, 2.33131918012443, 1.7946953901475875, 42.156951266139515]"         ,"[0.8441583350783619, 1.0684353885462574, 1.1496406218472064, 0.823127495596924, 2.912498504212493, 0.7774308428501201, 0.5612234698111342, 0.8139585104024243, 1.3649201778352704, 0.6248108939726567, 2.4137690039686523, 0.9474163116250758, 0.6451836640740473, 0.8955548769279978, 1.3374068768711005, 0.6308292732041295, 0.7358270217390948, 0.6282481214234915, 0.9501140502325112, 0.8988045264322964, 0.944977003605538, 0.6806887395003929, 0.6485249939714489, 2.3674049404578548, 0.8880594647432868, 0.9493280361348883, 1.024381705271519, 0.9057931410581563, 0.7218429087475838, 3.0453652462110217, 1.056633491806577, 1.6341843845345183, 0.78039533044051, 1.1140926683496832, 3.9149904058269893, 2.2317586401646956]"   ,"[(39.30186, 10.25822), (9.02785, 30.996290000000002), (11.303320000000001, 37.68829), (20.06619, 48.62214), (38.29743, 17.88881), (30.50678, 5.8272200000000005), (28.48617, 5.329390000000001), (21.25458, 3.89386), (6.3219199999999995, 25.086489999999998), (5.98927, 35.08433), (25.89712, 3.7458), (3.5437200000000004, 24.286119999999997), (23.719260000000002, 3.26825), (18.52362, 9.37438), (21.67782, 6.3675999999999995), (2.39808, 29.631379999999996), (11.134120000000001, 43.57387000000001), (28.144299999999998, 4.71482), (11.54119, 17.95276), (15.76624, 6.635390000000001), (17.11292, 3.3969100000000005), (26.53167, 7.2059), (1.8460299999999998, 36.80685), (5.44676, 14.41928), (4.99887, 15.849900000000002), (3.4010499999999997, 14.32149), (14.48504, 7.00491), (25.099380000000004, 19.23143), (4.95373, 30.94555), (13.18775, 16.50014), (8.69848, 8.31045), (3.53833, 11.031970000000001), (5.23832, 13.028419999999999), (23.79636, 15.39167), (18.786739999999998, 10.59971), (14.163780000000001, 14.503789999999999)]"                                                                                                    ,"[(51.54448, 13.19745), (12.46298, 34.38804), (14.10171, 35.80865), (12.41704, 50.844719999999995), (28.802750000000003, 20.36238), (29.442059999999994, 6.39419), (38.00757, 2.19271), (22.756500000000003, 5.437460000000001), (10.911980000000002, 23.52815), (4.76936, 42.98205), (22.65958, 34.49987), (7.351049999999999, 23.781050000000004), (30.248240000000003, 3.8348), (19.28481, 5.46607), (19.67668, 8.967740000000001), (4.262020000000001, 36.83898), (4.3102599999999995, 22.58747), (26.74713, 3.04035), (7.1434, 23.0136), (15.17833, 4.3274), (16.780070000000002, 5.167379999999999), (31.95991, 4.89104), (2.40826, 18.62277), (13.51891, 20.75832), (5.87146, 21.001769999999997), (5.00573, 16.14621), (17.00367, 5.8492), (23.612769999999998, 6.8160099999999995), (4.07903, 22.466050000000003), (18.335140000000003, 13.16356), (6.14215, 17.17661), (6.62434, 12.464960000000001), (3.3886, 15.473680000000002), (22.69106, 8.63297), (15.69714, 20.293680000000002), (9.50545, 14.99435)]"                                                                                                                                           
04/19 at 19:18:55,danish ,False      ,4.0 ,80.0  ,0.1 ,0.95    ,1.0  ,0.25      ,696692.0 ,0.701             ,0.625          ,0.661     ,0.354         ,0.316      ,0.334 ,0.702        ,0.711        ,1.709        ,1.635        ,0.072   ,0.072   ,"[0.9262527830660515, 1.504165246778391, 0.9753800877141591, 1.2893290340162458, 1.552718008379182, 0.7791902394434271, 0.793119810598334, 0.7132455826299101, 1.7465164927185635, 0.7103611748848454, 1.122311513383102, 0.7492425759361018, 0.6750174839857096, 5.0364938634281495, 1.0153964300539644, 0.6705009606850328, 4.109007998722527, 0.7229924676553939, 2.986209683251943, 1.2135052470724903, 1.8967933731054507, 1.8901726530982865, 0.638835682199592, 2.1510279327452078, 3.462608129476325, 1.1965766913155589, 3.116274660012287, 2.859278874904627, 0.687634590731257, 3.2000537898635115, 1.9219582002129922, 1.5526955016324904, 1.487443111506561, 2.636535550189281, 1.7299563097823876, 1.8108816265499468]"         ,"[1.4368531042569026, 4.22583297356325, 1.1097740922437844, 1.3766204672027509, 0.785521393850893, 0.6127528882550615, 1.0942123948718687, 2.386175791510484, 0.9656472175386771, 0.8663599889065773, 0.8530250334273328, 1.1438349387172129, 1.033021896678305, 2.9909246482610716, 1.4475140289828037, 0.9080064410537986, 0.9277888382547614, 0.7634775486868846, 2.0108778673382317, 1.5024682915500045, 11.015089475280575, 0.8107007478741933, 0.7468864228592668, 0.9777732864463637, 1.1665312634834797, 0.8781938741515847, 1.4916902380260195, 0.7195769341028209, 1.2242425805461026, 1.3010449185821127, 0.9891916151638552, 1.3761770398893653, 1.1424165902305161, 0.9494647270355097, 4.600149296375438, 1.023097031002871]"   ,"[(36.244820000000004, 10.8322), (9.25272, 18.46706), (9.087670000000001, 28.20431), (25.5465, 57.91132999999999), (38.88786, 19.94329), (31.150699999999997, 6.7988100000000005), (19.33518, 4.38283), (15.14782, 2.6624499999999998), (11.65554, 21.00603), (7.41167, 42.64474), (29.6676, 11.38036), (4.95409, 24.830669999999998), (15.81006, 2.35489), (14.62487, 11.983329999999999), (18.25295, 6.20795), (4.710280000000001, 32.3364), (19.88881, 25.39969), (25.738169999999997, 4.69293), (7.90647, 11.086599999999999), (14.54353, 6.0559400000000005), (11.891929999999999, 6.9303300000000005), (27.63912, 16.07547), (2.61009, 21.40994), (12.829229999999999, 20.59968), (7.007219999999999, 9.372440000000001), (5.55685, 13.53422), (9.53561, 6.89875), (19.54845, 13.72921), (4.23723, 26.81958), (19.12284, 13.954579999999998), (6.40905, 10.91625), (7.090020000000001, 13.82513), (4.82756, 9.71651), (17.75552, 12.09465), (17.01169, 9.38298), (11.32683, 19.96745)]"                                                                                                                                                                     ,"[(32.178799999999995, 15.56484), (11.736970000000001, 14.887129999999999), (15.65384, 41.32538), (25.94346, 55.53832), (30.846960000000003, 6.851279999999999), (35.20581, 3.5673299999999997), (21.11842, 7.8714900000000005), (15.438009999999998, 10.08906), (8.553049999999999, 26.92114), (11.994670000000003, 44.73479), (21.715700000000002, 5.66596), (11.9726, 30.56836), (18.980850000000004, 6.59952), (16.11533, 11.49898), (17.12007, 8.32934), (9.273660000000001, 32.00286), (7.36157, 24.569989999999997), (24.57503, 5.12472), (9.11913, 15.15478), (15.519730000000001, 7.76943), (12.148879999999998, 11.09384), (27.6345, 6.55074), (3.1616299999999997, 15.96764), (7.55275, 23.360979999999998), (6.596240000000001, 16.49261), (4.71118, 17.16823), (7.9480699999999995, 15.96274), (21.35628, 3.8450599999999997), (6.03767, 14.3742), (23.982480000000002, 10.66661), (4.75234, 14.46702), (7.22896, 15.47953), (3.40387, 8.70241), (19.64174, 6.0907100000000005), (12.67382, 10.18883), (8.00045, 23.29484)]"                                                                                                                          
04/19 at 19:19:08,danish ,False      ,5.0 ,80.0  ,0.1 ,0.95    ,1.0  ,0.25      ,696692.0 ,0.697             ,0.674          ,0.685     ,0.397         ,0.384      ,0.391 ,0.692        ,0.669        ,1.893        ,5.64         ,0.072   ,0.075   ,"[1.2815391100473739, 1.2412625031125646, 0.9083589736895625, 2.2533654348698304, 0.7895567593287338, 2.727915166300961, 1.0038911734572145, 0.5641636954776961, 2.6169810087954417, 0.6808834817653056, 0.65740732289692, 0.9655394705494904, 0.9314855145598061, 8.645655745839901, 0.9827482978923531, 1.3797855096262501, 2.5830603028424672, 1.4631267986694996, 2.9635159574212926, 1.244384893977452, 1.1460109325775372, 1.1397814214606699, 1.2595862827270945, 0.9302335034083987, 1.125054277029961, 0.7912730399735942, 1.513299905535914, 2.637529262113715, 0.6115542452435725, 2.680165666320939, 6.152332013851458, 1.5985007454211513, 1.6078157338560435, 3.7545915270119044, 4.169669562528615, 1.1603387493581085]"       ,"[1.6126878472865775, 2.59269037301124, 1.7507266049401042, 7.13600920671987, 1.5394324646857112, 0.7513462234500028, 0.8066159605082268, 1.6327165863326405, 24.355222585597115, 0.7163236417257172, 1.9193319576992522, 1.2982303318410315, 0.9507136170703872, 1.7578177370970327, 0.9607298340795423, 0.7792364243592814, 1.3271130870688845, 0.7371605834570105, 28.26768483396555, 1.1615474657983742, 1.1269306774945187, 1.4804205435607691, 0.8395873667529994, 0.8261918258708522, 1.0956516754859535, 1.2084224819788782, 1.5269868551484285, 1.228846611918336, 0.8098178786788025, 2.386954198254141, 1.3218637645115108, 95.59209330505784, 4.434051309099608, 1.6593124013560032, 4.644563069868674, 0.8186502387002256]"      ,"[(31.359560000000002, 13.75705), (9.46653, 22.23735), (9.69786, 33.44623), (28.01245, 43.988839999999996), (39.460539999999995, 8.86046), (26.435560000000002, 18.24589), (17.144600000000004, 5.74444), (19.78242, 1.19278), (14.25611, 20.99028), (4.5385800000000005, 29.62976), (29.16619, 3.9666000000000006), (6.6438999999999995, 20.9153), (13.47443, 4.061529999999999), (16.58711, 14.773449999999999), (16.39457, 5.33769), (10.393830000000001, 22.207880000000003), (19.524919999999998, 28.898110000000003), (25.744169999999997, 12.63031), (10.27094, 14.440159999999999), (11.944849999999999, 5.09725), (13.43298, 5.272050000000001), (25.76195, 10.05135), (7.98588, 18.49934), (5.82161, 19.352890000000002), (4.52003, 11.75145), (3.3533099999999996, 14.86591), (25.25574, 12.711289999999998), (17.997120000000002, 26.41671), (2.20104, 21.93171), (22.444209999999998, 15.38665), (10.738660000000001, 9.12439), (4.70099, 8.98045), (8.09317, 15.39869), (20.11456, 15.386829999999998), (15.70606, 12.34264), (9.34866, 23.506029999999996)]"                                                                                       ,"[(33.96826, 17.89004), (10.21348, 15.094029999999998), (13.90404, 25.020809999999997), (35.69297, 41.07165), (30.26581, 15.425500000000001), (31.70372, 6.36803), (24.967850000000002, 5.85906), (12.50416, 6.64114), (18.620289999999997, 17.87114), (4.9482800000000005, 27.82271), (22.886589999999998, 13.42671), (12.71454, 28.642949999999995), (20.36358, 6.326639999999999), (10.151130000000002, 18.22156), (12.988240000000001, 4.096629999999999), (5.06006, 23.18112), (8.7085, 19.23729), (34.66086, 6.644399999999999), (16.6906, 17.29168), (10.532350000000001, 4.19347), (11.5836, 4.46369), (17.715040000000002, 8.769950000000001), (5.006, 19.747419999999998), (6.0823, 24.72869), (5.559640000000001, 14.89335), (5.27451, 12.719940000000001), (9.14806, 18.055729999999997), (15.5322, 6.54806), (5.2848299999999995, 22.342689999999997), (26.146739999999998, 17.089879999999997), (5.5913200000000005, 12.394540000000001), (12.688, 12.555959999999999), (6.41451, 8.04502), (13.22974, 7.10291), (19.47711, 15.69115), (6.509829999999999, 26.93922)]"                                                                               
04/19 at 19:19:21,danish ,False      ,6.0 ,80.0  ,0.1 ,0.95    ,1.0  ,0.25      ,696692.0 ,0.603             ,0.583          ,0.593     ,0.279         ,0.27       ,0.275 ,0.675        ,0.667        ,4.632        ,15.318       ,0.074   ,0.075   ,"[1.396875631490088, 4.493876740732026, 0.9246579498519029, 2.150651343513313, 9.540117651466906, 0.9732575769031945, 0.7101422208060901, 0.9359255552763349, 1.0274255641137149, 0.762044152279093, 77.09632217727143, 1.4751572054793556, 0.7422648958086827, 2.7057480159013743, 1.1011173574885444, 0.8941825134415969, 1.0183381225482597, 1.049429466879653, 4.036080988464078, 1.481409553356642, 0.8798759221998659, 1.2960498627275592, 1.2873152049169756, 2.105922446263074, 1.9607223124089146, 1.1571888143909943, 0.7120924392445813, 4.46914155216598, 0.7705506010081428, 4.6167911915060955, 1.821879687181123, 2.158446192634639, 1.3366262941486904, 1.569548827304328, 25.153977648702348, 0.927167503414584]"            ,"[1.0326567783520382, 2.2807514838095724, 3.296685911172092, 0.9786655058157949, 1.853155459691055, 0.8391966884165348, 0.6263626467966951, 1.0096552346934393, 2.118538961522475, 0.6912684538410238, 1.462206829889275, 1.891495085249641, 0.8779724808263059, 8.799457479741143, 21.063919666166512, 0.6563115873657579, 2.067393611266771, 0.8163414939195891, 299.8988557417247, 2.554109508181238, 1.8033031814238527, 0.8479210152792852, 0.6959741713323311, 1.3600185728680412, 1.2961265675224924, 1.2400114098456354, 168.43013749534938, 1.4309123046226448, 0.8115939218006158, 5.254307204884195, 1.3492923329434172, 1.8777193209469376, 1.945567885924878, 1.4837176109004224, 4.603690805855136, 2.190437810010635]"         ,"[(26.189460000000004, 12.38283), (13.57978, 16.97993), (13.15719, 44.14022), (21.10503, 33.89091), (24.12717, 26.796069999999997), (26.304409999999997, 8.44982), (22.483909999999998, 3.9043499999999995), (16.17069, 4.90918), (12.98921, 37.61678), (6.06546, 29.21217), (20.82654, 21.09844), (11.03837, 22.35795), (15.69593, 3.061), (10.80307, 15.700759999999999), (31.60801, 11.86679), (6.47362, 22.89652), (6.086150000000001, 17.82781), (26.538380000000004, 9.410540000000001), (14.163549999999999, 11.04113), (9.80982, 4.85889), (24.68874, 6.79674), (17.36879, 7.698239999999999), (8.239230000000001, 18.7042), (8.710700000000001, 14.13481), (4.4000900000000005, 7.41236), (5.65463, 14.258899999999999), (24.90553, 4.3579799999999995), (16.78931, 21.01927), (4.54933, 21.364410000000003), (20.94932, 16.85509), (6.671539999999999, 11.718549999999999), (7.2225, 11.57748), (10.25703, 22.51702), (17.33719, 8.95991), (13.95679, 13.41275), (4.58182, 15.30787)]"                                                                                                                                                                  ,"[(38.64896, 13.43199), (11.37715, 17.766109999999998), (14.513010000000001, 19.70237), (21.08433, 65.13248), (28.823259999999998, 16.57449), (24.60032, 6.23086), (26.148429999999998, 2.9335), (17.21872, 5.812990000000001), (19.341550000000005, 11.955160000000001), (7.935599999999999, 49.42492999999999), (24.84717, 12.1843), (10.47992, 18.01133), (20.363760000000003, 5.585699999999999), (13.324530000000001, 14.93), (10.490199999999998, 10.00373), (4.75963, 35.20926), (12.894430000000002, 21.1211), (21.78636, 5.235670000000001), (14.65258, 14.70152), (12.93507, 8.69977), (9.08022, 5.13796), (29.059289999999997, 7.50069), (3.1324099999999997, 19.1162), (7.62182, 16.48421), (6.897760000000001, 15.561910000000001), (6.69327, 15.73809), (9.037999999999998, 9.09182), (26.283810000000003, 12.67169), (5.78342, 24.34418), (16.44667, 19.905990000000003), (5.547, 12.07832), (8.73069, 15.067749999999998), (4.55789, 7.7109000000000005), (24.474850000000004, 12.13698), (20.10747, 16.16768), (11.157869999999999, 17.75845)]"                                                                                                   
