language   ,word,subj,condition,error ,type  
english,68  ,27  ,B  ,19.045,foil  
english,69  ,27  ,B  ,12.317,target
english,70  ,27  ,B  ,10.274,target
english,71  ,27  ,B  ,13.265,foil  
danish ,0   ,0   ,A  ,29.25 ,foil  
danish ,1   ,0   ,A  ,12.012,target
danish ,2   ,0   ,A  ,10.799,target
danish ,3   ,0   ,A  ,21.657,foil  
danish ,4   ,0   ,A  ,9.801 ,target
danish ,5   ,0   ,A  ,34.542,foil  
danish ,6   ,0   ,A  ,16.782,target
danish ,7   ,0   ,A  ,39.636,foil  
danish ,8   ,0   ,A  ,33.804,foil  
danish ,9   ,0   ,A  ,13.853,target
danish ,10  ,0   ,A  ,25.892,foil  
danish ,11  ,0   ,A  ,4.48  ,target
danish ,12  ,0   ,A  ,17.643,foil  
danish ,13  ,0   ,A  ,3.997 ,target
danish ,14  ,0   ,A  ,16.23 ,foil  
danish ,15  ,0   ,A  ,2.747 ,target
danish ,16  ,0   ,A  ,9.8   ,target
danish ,17  ,0   ,A  ,22.336,foil  
danish ,18  ,0   ,A  ,4.216 ,target
danish ,19  ,0   ,A  ,27.1  ,foil  
danish ,20  ,0   ,A  ,28.958,foil  
danish ,21  ,0   ,A  ,13.628,target
danish ,22  ,0   ,A  ,5.928 ,target
danish ,23  ,0   ,A  ,28.114,foil  
danish ,24  ,0   ,A  ,15.986,foil  
danish ,25  ,0   ,A  ,2.905 ,target
danish ,26  ,0   ,A  ,12.743,foil  
danish ,27  ,0   ,A  ,12.341,target
danish ,28  ,0   ,A  ,20.944,foil  
danish ,29  ,0   ,A  ,3.567 ,target
danish ,30  ,0   ,A  ,2.961 ,target
danish ,31  ,0   ,A  ,18.272,foil  
danish ,32  ,0   ,A  ,2.746 ,target
danish ,33  ,0   ,A  ,25.147,foil  
danish ,34  ,0   ,A  ,32.273,foil  
danish ,35  ,0   ,A  ,4.328 ,target
danish ,36  ,0   ,A  ,8.208 ,target
danish ,37  ,0   ,A  ,14.084,foil  
danish ,38  ,0   ,A  ,13.197,foil  
danish ,39  ,0   ,A  ,4.352 ,target
danish ,40  ,0   ,A  ,15.518,foil  
danish ,41  ,0   ,A  ,4.144 ,target
danish ,42  ,0   ,A  ,15.264,foil  
danish ,43  ,0   ,A  ,5.718 ,target
danish ,44  ,0   ,A  ,1.718 ,target
danish ,45  ,0   ,A  ,22.656,foil  
danish ,46  ,0   ,A  ,18.001,target
danish ,47  ,0   ,A  ,26.921,foil  
danish ,48  ,0   ,A  ,4.426 ,target
danish ,49  ,0   ,A  ,10.574,foil  
danish ,50  ,0   ,A  ,3.565 ,target
danish ,51  ,0   ,A  ,15.082,foil  
danish ,52  ,0   ,A  ,13.431,foil  
danish ,53  ,0   ,A  ,6.911 ,target
danish ,54  ,0   ,A  ,15.576,foil  
danish ,55  ,0   ,A  ,2.024 ,target
danish ,56  ,0   ,A  ,5.212 ,target
danish ,57  ,0   ,A  ,22.793,foil  
danish ,58  ,0   ,A  ,24.976,foil  
danish ,59  ,0   ,A  ,13.422,target
danish ,60  ,0   ,A  ,5.271 ,target
danish ,61  ,0   ,A  ,9.577 ,foil  
danish ,62  ,0   ,A  ,4.336 ,target
danish ,63  ,0   ,A  ,12.161,foil  
danish ,64  ,0   ,A  ,2.995 ,target
danish ,65  ,0   ,A  ,10.255,foil  
danish ,66  ,0   ,A  ,19.683,foil  
danish ,67  ,0   ,A  ,6.552 ,target
danish ,68  ,0   ,A  ,18.068,foil  
danish ,69  ,0   ,A  ,8.964 ,target
danish ,70  ,0   ,A  ,6.896 ,target
danish ,71  ,0   ,A  ,31.462,foil  
danish ,0   ,0   ,B  ,39.335,foil  
danish ,1   ,0   ,B  ,17.633,target
danish ,2   ,0   ,B  ,13.16 ,target
danish ,3   ,0   ,B  ,22.663,foil  
danish ,4   ,0   ,B  ,36.455,target
danish ,5   ,0   ,B  ,41.427,foil  
danish ,6   ,0   ,B  ,30.662,target
danish ,7   ,0   ,B  ,53.344,foil  
danish ,8   ,0   ,B  ,32.832,foil  
danish ,9   ,0   ,B  ,16.575,target
danish ,10  ,0   ,B  ,23.036,foil  
danish ,11  ,0   ,B  ,21.616,target
danish ,12  ,0   ,B  ,16.999,foil  
danish ,13  ,0   ,B  ,4.821 ,target
danish ,14  ,0   ,B  ,17.903,foil  
danish ,15  ,0   ,B  ,17.118,target
danish ,16  ,0   ,B  ,16.098,target
danish ,17  ,0   ,B  ,23.308,foil  
danish ,18  ,0   ,B  ,9.152 ,target
danish ,19  ,0   ,B  ,32.043,foil  
danish ,20  ,0   ,B  ,25.671,foil  
danish ,21  ,0   ,B  ,35.289,target
danish ,22  ,0   ,B  ,8.46  ,target
danish ,23  ,0   ,B  ,17.195,foil  
danish ,24  ,0   ,B  ,23.259,foil  
danish ,25  ,0   ,B  ,7.118 ,target
danish ,26  ,0   ,B  ,15.962,foil  
danish ,27  ,0   ,B  ,11.364,target
danish ,28  ,0   ,B  ,22.245,foil  
danish ,29  ,0   ,B  ,8.995 ,target
danish ,30  ,0   ,B  ,13.106,target
danish ,31  ,0   ,B  ,25.965,foil  
danish ,32  ,0   ,B  ,7.362 ,target
danish ,33  ,0   ,B  ,15.285,foil  
danish ,34  ,0   ,B  ,34.27 ,foil  
danish ,35  ,0   ,B  ,11.12 ,target
danish ,36  ,0   ,B  ,11.382,target
danish ,37  ,0   ,B  ,19.298,foil  
danish ,38  ,0   ,B  ,20.463,foil  
danish ,39  ,0   ,B  ,5.619 ,target
danish ,40  ,0   ,B  ,14.365,foil  
danish ,41  ,0   ,B  ,27.184,target
danish ,42  ,0   ,B  ,19.632,foil  
danish ,43  ,0   ,B  ,5.03  ,target
danish ,44  ,0   ,B  ,6.196 ,target
danish ,45  ,0   ,B  ,19.419,foil  
danish ,46  ,0   ,B  ,13.015,target
danish ,47  ,0   ,B  ,15.705,foil  
danish ,48  ,0   ,B  ,4.947 ,target
danish ,49  ,0   ,B  ,15.097,foil  
danish ,50  ,0   ,B  ,12.57 ,target
danish ,51  ,0   ,B  ,19.881,foil  
danish ,52  ,0   ,B  ,10.539,foil  
danish ,53  ,0   ,B  ,19.39 ,target
danish ,54  ,0   ,B  ,20.652,foil  
danish ,55  ,0   ,B  ,5.767 ,target
danish ,56  ,0   ,B  ,10.254,target
danish ,57  ,0   ,B  ,20.236,foil  
danish ,58  ,0   ,B  ,9.62  ,foil  
danish ,59  ,0   ,B  ,16.371,target
danish ,60  ,0   ,B  ,13.054,target
danish ,61  ,0   ,B  ,11.945,foil  
danish ,62  ,0   ,B  ,5.952 ,target
danish ,63  ,0   ,B  ,17.682,foil  
danish ,64  ,0   ,B  ,9.756 ,target
danish ,65  ,0   ,B  ,13.316,foil  
danish ,66  ,0   ,B  ,18.656,foil  
danish ,67  ,0   ,B  ,6.563 ,target
danish ,68  ,0   ,B  ,13.308,foil  
danish ,69  ,0   ,B  ,14.083,target
danish ,70  ,0   ,B  ,5.596 ,target
danish ,71  ,0   ,B  ,9.713 ,foil  
danish ,0   ,1   ,A  ,35.206,foil  
danish ,1   ,1   ,A  ,18.326,target
danish ,2   ,1   ,A  ,17.077,target
danish ,3   ,1   ,A  ,29.469,foil  
danish ,4   ,1   ,A  ,9.824 ,target
danish ,5   ,1   ,A  ,33.983,foil  
danish ,6   ,1   ,A  ,35.776,target
danish ,7   ,1   ,A  ,45.877,foil  
danish ,8   ,1   ,A  ,50.601,foil  
danish ,9   ,1   ,A  ,18.056,target
danish ,10  ,1   ,A  ,30.908,foil  
danish ,11  ,1   ,A  ,6.996 ,target
danish ,12  ,1   ,A  ,19.109,foil  
danish ,13  ,1   ,A  ,7.517 ,target
danish ,14  ,1   ,A  ,15.301,foil  
danish ,15  ,1   ,A  ,1.982 ,target
danish ,16  ,1   ,A  ,4.552 ,target
danish ,17  ,1   ,A  ,22.682,foil  
danish ,18  ,1   ,A  ,4.979 ,target
danish ,19  ,1   ,A  ,34.909,foil  
danish ,20  ,1   ,A  ,35.26 ,foil  
danish ,21  ,1   ,A  ,32.491,target
danish ,22  ,1   ,A  ,6.118 ,target
danish ,23  ,1   ,A  ,19.449,foil  
danish ,24  ,1   ,A  ,11.907,foil  
danish ,25  ,1   ,A  ,2.511 ,target
danish ,26  ,1   ,A  ,12.695,foil  
danish ,27  ,1   ,A  ,6.832 ,target
danish ,28  ,1   ,A  ,20.495,foil  
danish ,29  ,1   ,A  ,3.253 ,target
danish ,30  ,1   ,A  ,16.504,target
danish ,31  ,1   ,A  ,25.464,foil  
danish ,32  ,1   ,A  ,8.31  ,target
danish ,33  ,1   ,A  ,32.741,foil  
danish ,34  ,1   ,A  ,28.36 ,foil  
danish ,35  ,1   ,A  ,5.201 ,target
danish ,36  ,1   ,A  ,4.655 ,target
danish ,37  ,1   ,A  ,9.636 ,foil  
danish ,38  ,1   ,A  ,11.786,foil  
danish ,39  ,1   ,A  ,3.228 ,target
danish ,40  ,1   ,A  ,13.105,foil  
danish ,41  ,1   ,A  ,17.009,target
danish ,42  ,1   ,A  ,27.061,foil  
danish ,43  ,1   ,A  ,5.426 ,target
danish ,44  ,1   ,A  ,3.082 ,target
danish ,45  ,1   ,A  ,24.792,foil  
danish ,46  ,1   ,A  ,10.059,target
danish ,47  ,1   ,A  ,17.208,foil  
danish ,48  ,1   ,A  ,4.059 ,target
danish ,49  ,1   ,A  ,10.614,foil  
danish ,50  ,1   ,A  ,5.226 ,target
danish ,51  ,1   ,A  ,15.017,foil  
danish ,52  ,1   ,A  ,11.158,foil  
danish ,53  ,1   ,A  ,3.23  ,target
danish ,54  ,1   ,A  ,23.753,foil  
danish ,55  ,1   ,A  ,20.404,target
danish ,56  ,1   ,A  ,3.566 ,target
danish ,57  ,1   ,A  ,20.701,foil  
danish ,58  ,1   ,A  ,19.849,foil  
danish ,59  ,1   ,A  ,4.834 ,target
danish ,60  ,1   ,A  ,6.331 ,target
danish ,61  ,1   ,A  ,7.987 ,foil  
danish ,62  ,1   ,A  ,4.679 ,target
danish ,63  ,1   ,A  ,13.105,foil  
danish ,64  ,1   ,A  ,4.599 ,target
danish ,65  ,1   ,A  ,11.25 ,foil  
danish ,66  ,1   ,A  ,29.889,foil  
danish ,67  ,1   ,A  ,10.24 ,target
danish ,68  ,1   ,A  ,21.472,foil  
danish ,69  ,1   ,A  ,7.695 ,target
danish ,70  ,1   ,A  ,15.745,target
danish ,71  ,1   ,A  ,16.665,foil  
danish ,0   ,1   ,B  ,29.074,foil  
danish ,1   ,1   ,B  ,15.989,target
danish ,2   ,1   ,B  ,9.619 ,target
danish ,3   ,1   ,B  ,30.156,foil  
danish ,4   ,1   ,B  ,15.975,target
danish ,5   ,1   ,B  ,18.327,foil  
danish ,6   ,1   ,B  ,12.091,target
danish ,7   ,1   ,B  ,50.555,foil  
danish ,8   ,1   ,B  ,32.076,foil  
danish ,9   ,1   ,B  ,20.396,target
danish ,10  ,1   ,B  ,28.211,foil  
danish ,11  ,1   ,B  ,6.843 ,target
danish ,12  ,1   ,B  ,19.365,foil  
danish ,13  ,1   ,B  ,4.135 ,target
danish ,14  ,1   ,B  ,23.05 ,foil  
danish ,15  ,1   ,B  ,6.941 ,target
danish ,16  ,1   ,B  ,18.912,target
danish ,17  ,1   ,B  ,11.701,foil  
danish ,18  ,1   ,B  ,8.46  ,target
danish ,19  ,1   ,B  ,38.049,foil  
danish ,20  ,1   ,B  ,29.966,foil  
danish ,21  ,1   ,B  ,16.355,target
danish ,22  ,1   ,B  ,13.736,target
danish ,23  ,1   ,B  ,26.256,foil  
danish ,24  ,1   ,B  ,16.078,foil  
danish ,25  ,1   ,B  ,5.061 ,target
danish ,26  ,1   ,B  ,17.14 ,foil  
danish ,27  ,1   ,B  ,9.24  ,target
danish ,28  ,1   ,B  ,9.739 ,foil  
danish ,29  ,1   ,B  ,10.989,target
danish ,30  ,1   ,B  ,5.666 ,target
danish ,31  ,1   ,B  ,36.553,foil  
danish ,32  ,1   ,B  ,11.721,target
danish ,33  ,1   ,B  ,18.93 ,foil  
danish ,34  ,1   ,B  ,37.361,foil  
danish ,35  ,1   ,B  ,5.656 ,target
danish ,36  ,1   ,B  ,7.384 ,target
danish ,37  ,1   ,B  ,13.511,foil  
danish ,38  ,1   ,B  ,14.866,foil  
danish ,39  ,1   ,B  ,9.477 ,target
danish ,40  ,1   ,B  ,8.162 ,foil  
danish ,41  ,1   ,B  ,4.71  ,target
danish ,42  ,1   ,B  ,29.612,foil  
danish ,43  ,1   ,B  ,12.597,target
danish ,44  ,1   ,B  ,3.401 ,target
danish ,45  ,1   ,B  ,17.922,foil  
danish ,46  ,1   ,B  ,7.473 ,target
danish ,47  ,1   ,B  ,22.889,foil  
danish ,48  ,1   ,B  ,8.034 ,target
danish ,49  ,1   ,B  ,14.191,foil  
danish ,50  ,1   ,B  ,4.904 ,target
danish ,51  ,1   ,B  ,13.231,foil  
danish ,52  ,1   ,B  ,6.85  ,foil  
danish ,53  ,1   ,B  ,8.486 ,target
danish ,54  ,1   ,B  ,27.311,foil  
danish ,55  ,1   ,B  ,15.031,target
danish ,56  ,1   ,B  ,6.687 ,target
danish ,57  ,1   ,B  ,19.48 ,foil  
danish ,58  ,1   ,B  ,28.64 ,foil  
danish ,59  ,1   ,B  ,12.855,target
danish ,60  ,1   ,B  ,5.12  ,target
danish ,61  ,1   ,B  ,11.022,foil  
danish ,62  ,1   ,B  ,10.318,target
danish ,63  ,1   ,B  ,12.193,foil  
danish ,64  ,1   ,B  ,4.836 ,target
danish ,65  ,1   ,B  ,7.082 ,foil  
danish ,66  ,1   ,B  ,27.641,foil  
danish ,67  ,1   ,B  ,12.933,target
danish ,68  ,1   ,B  ,14.857,foil  
danish ,69  ,1   ,B  ,9.339 ,target
danish ,70  ,1   ,B  ,11.528,target
danish ,71  ,1   ,B  ,19.992,foil  
danish ,0   ,2   ,A  ,41.794,foil  
danish ,1   ,2   ,A  ,9.606 ,target
danish ,2   ,2   ,A  ,9.681 ,target
danish ,3   ,2   ,A  ,35.024,foil  
danish ,4   ,2   ,A  ,23.304,target
danish ,5   ,2   ,A  ,36.25 ,foil  
danish ,6   ,2   ,A  ,17.62 ,target
danish ,7   ,2   ,A  ,59.119,foil  
danish ,8   ,2   ,A  ,32.498,foil  
danish ,9   ,2   ,A  ,7.691 ,target
danish ,10  ,2   ,A  ,35.259,foil  
danish ,11  ,2   ,A  ,5.282 ,target
danish ,12  ,2   ,A  ,23.077,foil  
danish ,13  ,2   ,A  ,10.471,target
danish ,14  ,2   ,A  ,28.723,foil  
danish ,15  ,2   ,A  ,10.789,target
danish ,16  ,2   ,A  ,16.49 ,target
danish ,17  ,2   ,A  ,22.535,foil  
danish ,18  ,2   ,A  ,7.045 ,target
danish ,19  ,2   ,A  ,39.613,foil  
danish ,20  ,2   ,A  ,20.194,foil  
danish ,21  ,2   ,A  ,5.451 ,target
danish ,22  ,2   ,A  ,9.348 ,target
danish ,23  ,2   ,A  ,25.771,foil  
danish ,24  ,2   ,A  ,17.675,foil  
danish ,25  ,2   ,A  ,5.247 ,target
danish ,26  ,2   ,A  ,22.382,foil  
danish ,27  ,2   ,A  ,8.231 ,target
danish ,28  ,2   ,A  ,21.971,foil  
danish ,29  ,2   ,A  ,10.283,target
danish ,30  ,2   ,A  ,5.202 ,target
danish ,31  ,2   ,A  ,31.621,foil  
danish ,32  ,2   ,A  ,11.563,target
danish ,33  ,2   ,A  ,24.807,foil  
danish ,34  ,2   ,A  ,27.877,foil  
danish ,35  ,2   ,A  ,13.304,target
danish ,36  ,2   ,A  ,7.738 ,target
danish ,37  ,2   ,A  ,13.198,foil  
danish ,38  ,2   ,A  ,22.095,foil  
danish ,39  ,2   ,A  ,6.547 ,target
danish ,40  ,2   ,A  ,15.766,foil  
danish ,41  ,2   ,A  ,4.891 ,target
danish ,42  ,2   ,A  ,27.893,foil  
danish ,43  ,2   ,A  ,11.222,target
danish ,44  ,2   ,A  ,7.589 ,target
danish ,45  ,2   ,A  ,22.473,foil  
danish ,46  ,2   ,A  ,7.803 ,target
danish ,47  ,2   ,A  ,21.956,foil  
danish ,48  ,2   ,A  ,7.633 ,target
danish ,49  ,2   ,A  ,9.438 ,foil  
danish ,50  ,2   ,A  ,6.067 ,target
danish ,51  ,2   ,A  ,12.782,foil  
danish ,52  ,2   ,A  ,17.925,foil  
danish ,53  ,2   ,A  ,13.565,target
danish ,54  ,2   ,A  ,23.195,foil  
danish ,55  ,2   ,A  ,14.771,target
danish ,56  ,2   ,A  ,5.427 ,target
danish ,57  ,2   ,A  ,20.994,foil  
danish ,58  ,2   ,A  ,19.619,foil  
danish ,59  ,2   ,A  ,14.752,target
danish ,60  ,2   ,A  ,6.224 ,target
danish ,61  ,2   ,A  ,7.54  ,foil  
danish ,62  ,2   ,A  ,7.453 ,target
danish ,63  ,2   ,A  ,12.706,foil  
danish ,64  ,2   ,A  ,11.258,target
danish ,65  ,2   ,A  ,17.974,foil  
danish ,66  ,2   ,A  ,22.591,foil  
danish ,67  ,2   ,A  ,9.729 ,target
danish ,68  ,2   ,A  ,16.314,foil  
danish ,69  ,2   ,A  ,14.733,target
danish ,70  ,2   ,A  ,10.54 ,target
danish ,71  ,2   ,A  ,18.954,foil  
danish ,0   ,2   ,B  ,50.347,foil  
danish ,1   ,2   ,B  ,14.105,target
danish ,2   ,2   ,B  ,12.15 ,target
danish ,3   ,2   ,B  ,22.88 ,foil  
danish ,4   ,2   ,B  ,12.928,target
danish ,5   ,2   ,B  ,39.557,foil  
danish ,6   ,2   ,B  ,19.898,target
danish ,7   ,2   ,B  ,42.218,foil  
danish ,8   ,2   ,B  ,32.89 ,foil  
danish ,9   ,2   ,B  ,27.458,target
danish ,10  ,2   ,B  ,20.803,foil  
danish ,11  ,2   ,B  ,6.945 ,target
danish ,12  ,2   ,B  ,31.128,foil  
danish ,13  ,2   ,B  ,4.095 ,target
danish ,14  ,2   ,B  ,21.204,foil  
danish ,15  ,2   ,B  ,5.597 ,target
danish ,16  ,2   ,B  ,20.904,target
danish ,17  ,2   ,B  ,34.937,foil  
danish ,18  ,2   ,B  ,16.28 ,target
danish ,19  ,2   ,B  ,28.031,foil  
danish ,20  ,2   ,B  ,24.359,foil  
danish ,21  ,2   ,B  ,31.535,target
danish ,22  ,2   ,B  ,8.593 ,target
danish ,23  ,2   ,B  ,13.289,foil  
danish ,24  ,2   ,B  ,24.187,foil  
danish ,25  ,2   ,B  ,3.71  ,target
danish ,26  ,2   ,B  ,18.903,foil  
danish ,27  ,2   ,B  ,10.527,target
danish ,28  ,2   ,B  ,27.204,foil  
danish ,29  ,2   ,B  ,4.86  ,target
danish ,30  ,2   ,B  ,4.453 ,target
danish ,31  ,2   ,B  ,23.209,foil  
danish ,32  ,2   ,B  ,6.37  ,target
danish ,33  ,2   ,B  ,21.356,foil  
danish ,34  ,2   ,B  ,26.71 ,foil  
danish ,35  ,2   ,B  ,3.842 ,target
danish ,36  ,2   ,B  ,4.447 ,target
danish ,37  ,2   ,B  ,19.859,foil  
danish ,38  ,2   ,B  ,16.476,foil  
danish ,39  ,2   ,B  ,7.9   ,target
danish ,40  ,2   ,B  ,22.792,foil  
danish ,41  ,2   ,B  ,4.951 ,target
danish ,42  ,2   ,B  ,21.568,foil  
danish ,43  ,2   ,B  ,5.893 ,target
danish ,44  ,2   ,B  ,2.705 ,target
danish ,45  ,2   ,B  ,19.991,foil  
danish ,46  ,2   ,B  ,12.995,target
danish ,47  ,2   ,B  ,23.195,foil  
danish ,48  ,2   ,B  ,3.298 ,target
danish ,49  ,2   ,B  ,15.169,foil  
danish ,50  ,2   ,B  ,5.367 ,target
danish ,51  ,2   ,B  ,17.258,foil  
danish ,52  ,2   ,B  ,19.986,foil  
danish ,53  ,2   ,B  ,6.437 ,target
danish ,54  ,2   ,B  ,16.635,foil  
danish ,55  ,2   ,B  ,5.419 ,target
danish ,56  ,2   ,B  ,6.278 ,target
danish ,57  ,2   ,B  ,24.763,foil  
danish ,58  ,2   ,B  ,25.395,foil  
danish ,59  ,2   ,B  ,14.144,target
danish ,60  ,2   ,B  ,6.218 ,target
danish ,61  ,2   ,B  ,9.862 ,foil  
danish ,62  ,2   ,B  ,5.875 ,target
danish ,63  ,2   ,B  ,13.136,foil  
danish ,64  ,2   ,B  ,4.585 ,target
danish ,65  ,2   ,B  ,18.458,foil  
danish ,66  ,2   ,B  ,16.633,foil  
danish ,67  ,2   ,B  ,7.003 ,target
danish ,68  ,2   ,B  ,17.995,foil  
danish ,69  ,2   ,B  ,5.295 ,target
danish ,70  ,2   ,B  ,7.718 ,target
danish ,71  ,2   ,B  ,17.087,foil  
danish ,0   ,3   ,A  ,46.955,foil  
danish ,1   ,3   ,A  ,9.313 ,target
danish ,2   ,3   ,A  ,8.884 ,target
danish ,3   ,3   ,A  ,29.049,foil  
danish ,4   ,3   ,A  ,11.234,target
danish ,5   ,3   ,A  ,39.023,foil  
danish ,6   ,3   ,A  ,24.068,target
danish ,7   ,3   ,A  ,50.083,foil  
danish ,8   ,3   ,A  ,33.261,foil  
danish ,9   ,3   ,A  ,17.157,target
danish ,10  ,3   ,A  ,30.602,foil  
danish ,11  ,3   ,A  ,5.257 ,target
danish ,12  ,3   ,A  ,33.796,foil  
danish ,13  ,3   ,A  ,4.812 ,target
danish ,14  ,3   ,A  ,21.472,foil  
danish ,15  ,3   ,A  ,4.377 ,target
danish ,16  ,3   ,A  ,9.718 ,target
danish ,17  ,3   ,A  ,26.282,foil  
danish ,18  ,3   ,A  ,11.074,target
danish ,19  ,3   ,A  ,34.399,foil  
danish ,20  ,3   ,A  ,25.845,foil  
danish ,21  ,3   ,A  ,13.783,target
danish ,22  ,3   ,A  ,4.415 ,target
danish ,23  ,3   ,A  ,24.357,foil  
danish ,24  ,3   ,A  ,27.219,foil  
danish ,25  ,3   ,A  ,3.363 ,target
danish ,26  ,3   ,A  ,14.232,foil  
danish ,27  ,3   ,A  ,14.164,target
danish ,28  ,3   ,A  ,23.512,foil  
danish ,29  ,3   ,A  ,6.229 ,target
danish ,30  ,3   ,A  ,4.327 ,target
danish ,31  ,3   ,A  ,33.392,foil  
danish ,32  ,3   ,A  ,7.983 ,target
danish ,33  ,3   ,A  ,38.836,foil  
danish ,34  ,3   ,A  ,15.496,foil  
danish ,35  ,3   ,A  ,4.084 ,target
danish ,36  ,3   ,A  ,17.079,target
danish ,37  ,3   ,A  ,24.7  ,foil  
danish ,38  ,3   ,A  ,13.992,foil  
danish ,39  ,3   ,A  ,4.463 ,target
danish ,40  ,3   ,A  ,18.996,foil  
danish ,41  ,3   ,A  ,3.386 ,target
danish ,42  ,3   ,A  ,34.037,foil  
danish ,43  ,3   ,A  ,17.399,target
danish ,44  ,3   ,A  ,2.186 ,target
danish ,45  ,3   ,A  ,31.796,foil  
danish ,46  ,3   ,A  ,6.703 ,target
danish ,47  ,3   ,A  ,15.762,foil  
danish ,48  ,3   ,A  ,6.636 ,target
danish ,49  ,3   ,A  ,10.729,foil  
danish ,50  ,3   ,A  ,2.705 ,target
danish ,51  ,3   ,A  ,11.478,foil  
danish ,52  ,3   ,A  ,16.353,foil  
danish ,53  ,3   ,A  ,7.608 ,target
danish ,54  ,3   ,A  ,30.322,foil  
danish ,55  ,3   ,A  ,18.609,target
danish ,56  ,3   ,A  ,5.487 ,target
danish ,57  ,3   ,A  ,24.772,foil  
danish ,58  ,3   ,A  ,11.825,foil  
danish ,59  ,3   ,A  ,16.578,target
danish ,60  ,3   ,A  ,7.132 ,target
danish ,61  ,3   ,A  ,10.38 ,foil  
danish ,62  ,3   ,A  ,5.473 ,target
danish ,63  ,3   ,A  ,9.177 ,foil  
danish ,64  ,3   ,A  ,3.879 ,target
danish ,65  ,3   ,A  ,14.235,foil  
danish ,66  ,3   ,A  ,25.677,foil  
danish ,67  ,3   ,A  ,14.642,target
danish ,68  ,3   ,A  ,17.058,foil  
danish ,69  ,3   ,A  ,23.816,target
danish ,70  ,3   ,A  ,13.408,target
danish ,71  ,3   ,A  ,14.422,foil  
danish ,0   ,3   ,B  ,51.598,foil  
danish ,1   ,3   ,B  ,12.011,target
danish ,2   ,3   ,B  ,12.048,target
danish ,3   ,3   ,B  ,34.702,foil  
danish ,4   ,3   ,B  ,14.32 ,target
danish ,5   ,3   ,B  ,35.927,foil  
danish ,6   ,3   ,B  ,12.958,target
danish ,7   ,3   ,B  ,49.732,foil  
danish ,8   ,3   ,B  ,30.779,foil  
danish ,9   ,3   ,B  ,20.118,target
danish ,10  ,3   ,B  ,27.203,foil  
danish ,11  ,3   ,B  ,6.134 ,target
danish ,12  ,3   ,B  ,37.95 ,foil  
danish ,13  ,3   ,B  ,2.411 ,target
danish ,14  ,3   ,B  ,23.353,foil  
danish ,15  ,3   ,B  ,5.277 ,target
danish ,16  ,3   ,B  ,10.211,target
danish ,17  ,3   ,B  ,23.843,foil  
danish ,18  ,3   ,B  ,4.628 ,target
danish ,19  ,3   ,B  ,42.107,foil  
danish ,20  ,3   ,B  ,22.61 ,foil  
danish ,21  ,3   ,B  ,33.171,target
danish ,22  ,3   ,B  ,8.406 ,target
danish ,23  ,3   ,B  ,23.543,foil  
danish ,24  ,3   ,B  ,30.351,foil  
danish ,25  ,3   ,B  ,3.896 ,target
danish ,26  ,3   ,B  ,19.736,foil  
danish ,27  ,3   ,B  ,5.221 ,target
danish ,28  ,3   ,B  ,19.863,foil  
danish ,29  ,3   ,B  ,10.798,target
danish ,30  ,3   ,B  ,4.186 ,target
danish ,31  ,3   ,B  ,36.056,foil  
danish ,32  ,3   ,B  ,5.526 ,target
danish ,33  ,3   ,B  ,23.09 ,foil  
danish ,34  ,3   ,B  ,25.276,foil  
danish ,35  ,3   ,B  ,3.001 ,target
danish ,36  ,3   ,B  ,7.314 ,target
danish ,37  ,3   ,B  ,23.334,foil  
danish ,38  ,3   ,B  ,15.608,foil  
danish ,39  ,3   ,B  ,4.333 ,target
danish ,40  ,3   ,B  ,16.906,foil  
danish ,41  ,3   ,B  ,5.139 ,target
danish ,42  ,3   ,B  ,31.918,foil  
danish ,43  ,3   ,B  ,5.466 ,target
danish ,44  ,3   ,B  ,2.436 ,target
danish ,45  ,3   ,B  ,19.905,foil  
danish ,46  ,3   ,B  ,13.609,target
danish ,47  ,3   ,B  ,19.279,foil  
danish ,48  ,3   ,B  ,5.044 ,target
danish ,49  ,3   ,B  ,20.835,foil  
danish ,50  ,3   ,B  ,4.818 ,target
danish ,51  ,3   ,B  ,16.279,foil  
danish ,52  ,3   ,B  ,17.082,foil  
danish ,53  ,3   ,B  ,6.596 ,target
danish ,54  ,3   ,B  ,23.812,foil  
danish ,55  ,3   ,B  ,6.752 ,target
danish ,56  ,3   ,B  ,4.043 ,target
danish ,57  ,3   ,B  ,21.554,foil  
danish ,58  ,3   ,B  ,20.08 ,foil  
danish ,59  ,3   ,B  ,13.508,target
danish ,60  ,3   ,B  ,5.753 ,target
danish ,61  ,3   ,B  ,17.244,foil  
danish ,62  ,3   ,B  ,6.083 ,target
danish ,63  ,3   ,B  ,12.819,foil  
danish ,64  ,3   ,B  ,3.467 ,target
danish ,65  ,3   ,B  ,15.655,foil  
danish ,66  ,3   ,B  ,22.758,foil  
danish ,67  ,3   ,B  ,8.562 ,target
danish ,68  ,3   ,B  ,14.344,foil  
danish ,69  ,3   ,B  ,19.924,target
danish ,70  ,3   ,B  ,9.022 ,target
danish ,71  ,3   ,B  ,19.371,foil  
danish ,0   ,4   ,A  ,47.686,foil  
danish ,1   ,4   ,A  ,16.937,target
danish ,2   ,4   ,A  ,11.144,target
danish ,3   ,4   ,A  ,39.625,foil  
danish ,4   ,4   ,A  ,10.539,target
danish ,5   ,4   ,A  ,30.351,foil  
danish ,6   ,4   ,A  ,14.286,target
danish ,7   ,4   ,A  ,52.928,foil  
