language   ,word,subj,condition,error ,type  
english,4   ,15  ,A  ,28.129,target
english,5   ,15  ,A  ,26.53 ,foil  
english,6   ,15  ,A  ,12.32 ,target
english,7   ,15  ,A  ,66.437,foil  
english,8   ,15  ,A  ,25.155,foil  
english,9   ,15  ,A  ,15.291,target
english,10  ,15  ,A  ,21.547,foil  
english,11  ,15  ,A  ,6.9   ,target
english,12  ,15  ,A  ,27.626,foil  
english,13  ,15  ,A  ,6.734 ,target
english,14  ,15  ,A  ,20.643,foil  
english,15  ,15  ,A  ,14.596,target
english,16  ,15  ,A  ,13.2  ,target
english,17  ,15  ,A  ,19.631,foil  
english,18  ,15  ,A  ,8.071 ,target
english,19  ,15  ,A  ,37.871,foil  
english,20  ,15  ,A  ,18.376,foil  
english,21  ,15  ,A  ,8.02  ,target
english,22  ,15  ,A  ,8.205 ,target
english,23  ,15  ,A  ,15.6  ,foil  
english,24  ,15  ,A  ,19.009,foil  
english,25  ,15  ,A  ,6.332 ,target
english,26  ,15  ,A  ,10.893,foil  
english,27  ,15  ,A  ,11.683,target
english,28  ,15  ,A  ,18.223,foil  
english,29  ,15  ,A  ,12.711,target
english,30  ,15  ,A  ,5.677 ,target
english,31  ,15  ,A  ,26.92 ,foil  
english,32  ,15  ,A  ,6.888 ,target
english,33  ,15  ,A  ,19.496,foil  
english,34  ,15  ,A  ,10.888,foil  
english,35  ,15  ,A  ,8.037 ,target
english,36  ,15  ,A  ,9.848 ,target
english,37  ,15  ,A  ,18.22 ,foil  
english,38  ,15  ,A  ,14.45 ,foil  
english,39  ,15  ,A  ,9.935 ,target
english,40  ,15  ,A  ,16.306,foil  
english,41  ,15  ,A  ,5.944 ,target
english,42  ,15  ,A  ,28.801,foil  
english,43  ,15  ,A  ,6.427 ,target
english,44  ,15  ,A  ,4.236 ,target
english,45  ,15  ,A  ,18.652,foil  
english,46  ,15  ,A  ,7.405 ,target
english,47  ,15  ,A  ,9.364 ,foil  
english,48  ,15  ,A  ,12.631,target
english,49  ,15  ,A  ,12.868,foil  
english,50  ,15  ,A  ,4.195 ,target
english,51  ,15  ,A  ,10.77 ,foil  
english,52  ,15  ,A  ,11.609,foil  
english,53  ,15  ,A  ,5.218 ,target
english,54  ,15  ,A  ,26.908,foil  
english,55  ,15  ,A  ,5.419 ,target
english,56  ,15  ,A  ,11.673,target
english,57  ,15  ,A  ,18.168,foil  
english,58  ,15  ,A  ,8.302 ,foil  
english,59  ,15  ,A  ,16.088,target
english,60  ,15  ,A  ,6.043 ,target
english,61  ,15  ,A  ,8.128 ,foil  
english,62  ,15  ,A  ,5.497 ,target
english,63  ,15  ,A  ,8.452 ,foil  
english,64  ,15  ,A  ,4.164 ,target
english,65  ,15  ,A  ,13.737,foil  
english,66  ,15  ,A  ,20.964,foil  
english,67  ,15  ,A  ,7.302 ,target
english,68  ,15  ,A  ,12.561,foil  
english,69  ,15  ,A  ,9.255 ,target
english,70  ,15  ,A  ,14.846,target
english,71  ,15  ,A  ,11.654,foil  
english,0   ,15  ,B  ,43.455,foil  
english,1   ,15  ,B  ,15.221,target
english,2   ,15  ,B  ,14.623,target
english,3   ,15  ,B  ,28.411,foil  
english,4   ,15  ,B  ,15.968,target
english,5   ,15  ,B  ,34.448,foil  
english,6   ,15  ,B  ,19.254,target
english,7   ,15  ,B  ,43.03 ,foil  
english,8   ,15  ,B  ,57.034,foil  
english,9   ,15  ,B  ,10.806,target
english,10  ,15  ,B  ,14.837,foil  
english,11  ,15  ,B  ,6.897 ,target
english,12  ,15  ,B  ,31.833,foil  
english,13  ,15  ,B  ,3.424 ,target
english,14  ,15  ,B  ,30.234,foil  
english,15  ,15  ,B  ,6.058 ,target
english,16  ,15  ,B  ,9.583 ,target
english,17  ,15  ,B  ,25.764,foil  
english,18  ,15  ,B  ,8.958 ,target
english,19  ,15  ,B  ,38.893,foil  
english,20  ,15  ,B  ,41.142,foil  
english,21  ,15  ,B  ,7.401 ,target
english,22  ,15  ,B  ,6.952 ,target
english,23  ,15  ,B  ,13.516,foil  
english,24  ,15  ,B  ,28.014,foil  
english,25  ,15  ,B  ,6.299 ,target
english,26  ,15  ,B  ,25.848,foil  
english,27  ,15  ,B  ,11.826,target
english,28  ,15  ,B  ,31.473,foil  
english,29  ,15  ,B  ,8.728 ,target
english,30  ,15  ,B  ,3.859 ,target
english,31  ,15  ,B  ,26.458,foil  
english,32  ,15  ,B  ,4.673 ,target
english,33  ,15  ,B  ,38.073,foil  
english,34  ,15  ,B  ,13.192,foil  
english,35  ,15  ,B  ,5.036 ,target
english,36  ,15  ,B  ,8.482 ,target
english,37  ,15  ,B  ,19.995,foil  
english,38  ,15  ,B  ,23.617,foil  
english,39  ,15  ,B  ,6.21  ,target
english,40  ,15  ,B  ,30.173,foil  
english,41  ,15  ,B  ,6.419 ,target
english,42  ,15  ,B  ,21.281,foil  
english,43  ,15  ,B  ,6.785 ,target
english,44  ,15  ,B  ,4.835 ,target
english,45  ,15  ,B  ,28.168,foil  
english,46  ,15  ,B  ,5.019 ,target
english,47  ,15  ,B  ,13.941,foil  
english,48  ,15  ,B  ,13.887,target
english,49  ,15  ,B  ,26.288,foil  
english,50  ,15  ,B  ,4.738 ,target
english,51  ,15  ,B  ,20.249,foil  
english,52  ,15  ,B  ,23.78 ,foil  
english,53  ,15  ,B  ,3.761 ,target
english,54  ,15  ,B  ,25.506,foil  
english,55  ,15  ,B  ,13.175,target
english,56  ,15  ,B  ,4.592 ,target
english,57  ,15  ,B  ,29.597,foil  
english,58  ,15  ,B  ,12.328,foil  
english,59  ,15  ,B  ,10.288,target
english,60  ,15  ,B  ,4.459 ,target
english,61  ,15  ,B  ,22.22 ,foil  
english,62  ,15  ,B  ,3.899 ,target
english,63  ,15  ,B  ,17.502,foil  
english,64  ,15  ,B  ,5.43  ,target
english,65  ,15  ,B  ,19.253,foil  
english,66  ,15  ,B  ,20.436,foil  
english,67  ,15  ,B  ,11.358,target
english,68  ,15  ,B  ,20.719,foil  
english,69  ,15  ,B  ,9.059 ,target
english,70  ,15  ,B  ,19.898,target
english,71  ,15  ,B  ,12.643,foil  
english,0   ,16  ,A  ,35.564,foil  
english,1   ,16  ,A  ,15.59 ,target
english,2   ,16  ,A  ,17.283,target
english,3   ,16  ,A  ,35.824,foil  
english,4   ,16  ,A  ,16.35 ,target
english,5   ,16  ,A  ,30.144,foil  
english,6   ,16  ,A  ,10.28 ,target
english,7   ,16  ,A  ,56.295,foil  
english,8   ,16  ,A  ,24.431,foil  
english,9   ,16  ,A  ,12.955,target
english,10  ,16  ,A  ,29.815,foil  
english,11  ,16  ,A  ,11.99 ,target
english,12  ,16  ,A  ,23.45 ,foil  
english,13  ,16  ,A  ,9.671 ,target
english,14  ,16  ,A  ,19.968,foil  
english,15  ,16  ,A  ,3.462 ,target
english,16  ,16  ,A  ,16.531,target
english,17  ,16  ,A  ,18.727,foil  
english,18  ,16  ,A  ,9.038 ,target
english,19  ,16  ,A  ,39.203,foil  
english,20  ,16  ,A  ,22.393,foil  
english,21  ,16  ,A  ,16.56 ,target
english,22  ,16  ,A  ,8.326 ,target
english,23  ,16  ,A  ,22.063,foil  
english,24  ,16  ,A  ,12.92 ,foil  
english,25  ,16  ,A  ,5.817 ,target
english,26  ,16  ,A  ,13.453,foil  
english,27  ,16  ,A  ,9.718 ,target
english,28  ,16  ,A  ,15.811,foil  
english,29  ,16  ,A  ,8.465 ,target
english,30  ,16  ,A  ,10.163,target
english,31  ,16  ,A  ,27.327,foil  
english,32  ,16  ,A  ,11.285,target
english,33  ,16  ,A  ,27.888,foil  
english,34  ,16  ,A  ,18.872,foil  
english,35  ,16  ,A  ,14.413,target
english,36  ,16  ,A  ,9.3   ,target
english,37  ,16  ,A  ,13.287,foil  
english,38  ,16  ,A  ,11.274,foil  
english,39  ,16  ,A  ,10.596,target
english,40  ,16  ,A  ,15.278,foil  
english,41  ,16  ,A  ,14.881,target
english,42  ,16  ,A  ,28.582,foil  
english,43  ,16  ,A  ,8.543 ,target
english,44  ,16  ,A  ,4.818 ,target
english,45  ,16  ,A  ,27.269,foil  
english,46  ,16  ,A  ,8.895 ,target
english,47  ,16  ,A  ,12.635,foil  
english,48  ,16  ,A  ,10.391,target
english,49  ,16  ,A  ,8.207 ,foil  
english,50  ,16  ,A  ,12.621,target
english,51  ,16  ,A  ,7.388 ,foil  
english,52  ,16  ,A  ,14.335,foil  
english,53  ,16  ,A  ,5.957 ,target
english,54  ,16  ,A  ,21.401,foil  
english,55  ,16  ,A  ,5.441 ,target
english,56  ,16  ,A  ,5.264 ,target
english,57  ,16  ,A  ,28.729,foil  
english,58  ,16  ,A  ,8.908 ,foil  
english,59  ,16  ,A  ,17.812,target
english,60  ,16  ,A  ,12.928,target
english,61  ,16  ,A  ,8.633 ,foil  
english,62  ,16  ,A  ,5.678 ,target
english,63  ,16  ,A  ,5.788 ,foil  
english,64  ,16  ,A  ,8.664 ,target
english,65  ,16  ,A  ,13.714,foil  
english,66  ,16  ,A  ,20.115,foil  
english,67  ,16  ,A  ,8.369 ,target
english,68  ,16  ,A  ,22.813,foil  
english,69  ,16  ,A  ,12.526,target
english,70  ,16  ,A  ,13.895,target
english,71  ,16  ,A  ,14.804,foil  
english,0   ,16  ,B  ,33.89 ,foil  
english,1   ,16  ,B  ,13.756,target
english,2   ,16  ,B  ,15.474,target
english,3   ,16  ,B  ,35.198,foil  
english,4   ,16  ,B  ,19.886,target
english,5   ,16  ,B  ,24.649,foil  
english,6   ,16  ,B  ,12.323,target
english,7   ,16  ,B  ,47.652,foil  
english,8   ,16  ,B  ,51.557,foil  
english,9   ,16  ,B  ,14.896,target
english,10  ,16  ,B  ,10.991,foil  
english,11  ,16  ,B  ,6.798 ,target
english,12  ,16  ,B  ,20.329,foil  
english,13  ,16  ,B  ,10.387,target
english,14  ,16  ,B  ,23.601,foil  
english,15  ,16  ,B  ,5.588 ,target
english,16  ,16  ,B  ,7.74  ,target
english,17  ,16  ,B  ,17.061,foil  
english,18  ,16  ,B  ,6.393 ,target
english,19  ,16  ,B  ,34.198,foil  
english,20  ,16  ,B  ,51.32 ,foil  
english,21  ,16  ,B  ,21.211,target
english,22  ,16  ,B  ,7.947 ,target
english,23  ,16  ,B  ,10.813,foil  
english,24  ,16  ,B  ,13.36 ,foil  
english,25  ,16  ,B  ,4.672 ,target
english,26  ,16  ,B  ,17.813,foil  
english,27  ,16  ,B  ,6.695 ,target
english,28  ,16  ,B  ,17.399,foil  
english,29  ,16  ,B  ,6.553 ,target
english,30  ,16  ,B  ,3.37  ,target
english,31  ,16  ,B  ,28.809,foil  
english,32  ,16  ,B  ,6.139 ,target
english,33  ,16  ,B  ,47.413,foil  
english,34  ,16  ,B  ,9.433 ,foil  
english,35  ,16  ,B  ,8.674 ,target
english,36  ,16  ,B  ,5.59  ,target
english,37  ,16  ,B  ,9.861 ,foil  
english,38  ,16  ,B  ,16.309,foil  
english,39  ,16  ,B  ,5.666 ,target
english,40  ,16  ,B  ,14.468,foil  
english,41  ,16  ,B  ,6.229 ,target
english,42  ,16  ,B  ,26.261,foil  
english,43  ,16  ,B  ,4.848 ,target
english,44  ,16  ,B  ,6.763 ,target
english,45  ,16  ,B  ,36.518,foil  
english,46  ,16  ,B  ,9.885 ,target
english,47  ,16  ,B  ,9.763 ,foil  
english,48  ,16  ,B  ,7.203 ,target
english,49  ,16  ,B  ,6.736 ,foil  
english,50  ,16  ,B  ,3.247 ,target
english,51  ,16  ,B  ,13.517,foil  
english,52  ,16  ,B  ,15.226,foil  
english,53  ,16  ,B  ,4.564 ,target
english,54  ,16  ,B  ,26.157,foil  
english,55  ,16  ,B  ,8.589 ,target
english,56  ,16  ,B  ,7.384 ,target
english,57  ,16  ,B  ,31.503,foil  
english,58  ,16  ,B  ,8.911 ,foil  
english,59  ,16  ,B  ,7.79  ,target
english,60  ,16  ,B  ,2.753 ,target
english,61  ,16  ,B  ,8.179 ,foil  
english,62  ,16  ,B  ,5.573 ,target
english,63  ,16  ,B  ,14.216,foil  
english,64  ,16  ,B  ,7.945 ,target
english,65  ,16  ,B  ,15.049,foil  
english,66  ,16  ,B  ,25.299,foil  
english,67  ,16  ,B  ,14.833,target
english,68  ,16  ,B  ,22.346,foil  
english,69  ,16  ,B  ,7.515 ,target
english,70  ,16  ,B  ,7.227 ,target
english,71  ,16  ,B  ,11.236,foil  
english,0   ,17  ,A  ,31.39 ,foil  
english,1   ,17  ,A  ,15.293,target
english,2   ,17  ,A  ,11.06 ,target
english,3   ,17  ,A  ,32.934,foil  
english,4   ,17  ,A  ,19.317,target
english,5   ,17  ,A  ,24.494,foil  
english,6   ,17  ,A  ,11.151,target
english,7   ,17  ,A  ,43.188,foil  
english,8   ,17  ,A  ,25.433,foil  
english,9   ,17  ,A  ,22.452,target
english,10  ,17  ,A  ,34.632,foil  
english,11  ,17  ,A  ,14.464,target
english,12  ,17  ,A  ,18.512,foil  
english,13  ,17  ,A  ,4.901 ,target
english,14  ,17  ,A  ,17.332,foil  
english,15  ,17  ,A  ,7.04  ,target
english,16  ,17  ,A  ,13.973,target
english,17  ,17  ,A  ,23.296,foil  
english,18  ,17  ,A  ,7.001 ,target
english,19  ,17  ,A  ,36.538,foil  
english,20  ,17  ,A  ,24.114,foil  
english,21  ,17  ,A  ,23.922,target
english,22  ,17  ,A  ,18.598,target
english,23  ,17  ,A  ,29.51 ,foil  
english,24  ,17  ,A  ,20.981,foil  
english,25  ,17  ,A  ,4.38  ,target
english,26  ,17  ,A  ,16.569,foil  
english,27  ,17  ,A  ,8.152 ,target
english,28  ,17  ,A  ,17.713,foil  
english,29  ,17  ,A  ,8.706 ,target
english,30  ,17  ,A  ,11.563,target
english,31  ,17  ,A  ,22.168,foil  
english,32  ,17  ,A  ,6.319 ,target
english,33  ,17  ,A  ,23.838,foil  
english,34  ,17  ,A  ,22.988,foil  
english,35  ,17  ,A  ,8.316 ,target
english,36  ,17  ,A  ,10.447,target
english,37  ,17  ,A  ,15.547,foil  
english,38  ,17  ,A  ,14.512,foil  
english,39  ,17  ,A  ,8.214 ,target
english,40  ,17  ,A  ,19.414,foil  
english,41  ,17  ,A  ,13.433,target
english,42  ,17  ,A  ,19.941,foil  
english,43  ,17  ,A  ,8.168 ,target
english,44  ,17  ,A  ,7.329 ,target
english,45  ,17  ,A  ,23.461,foil  
english,46  ,17  ,A  ,15.945,target
english,47  ,17  ,A  ,19.819,foil  
english,48  ,17  ,A  ,9.734 ,target
english,49  ,17  ,A  ,12.722,foil  
english,50  ,17  ,A  ,11.844,target
english,51  ,17  ,A  ,11.347,foil  
english,52  ,17  ,A  ,12.335,foil  
english,53  ,17  ,A  ,5.273 ,target
english,54  ,17  ,A  ,14.92 ,foil  
english,55  ,17  ,A  ,10.227,target
english,56  ,17  ,A  ,5.294 ,target
english,57  ,17  ,A  ,21.654,foil  
english,58  ,17  ,A  ,15.027,foil  
english,59  ,17  ,A  ,9.093 ,target
english,60  ,17  ,A  ,13.915,target
english,61  ,17  ,A  ,10.946,foil  
english,62  ,17  ,A  ,3.32  ,target
english,63  ,17  ,A  ,9.032 ,foil  
english,64  ,17  ,A  ,5.87  ,target
english,65  ,17  ,A  ,10.814,foil  
english,66  ,17  ,A  ,16.656,foil  
english,67  ,17  ,A  ,12.075,target
english,68  ,17  ,A  ,18.294,foil  
english,69  ,17  ,A  ,13.378,target
english,70  ,17  ,A  ,14.057,target
english,71  ,17  ,A  ,19.881,foil  
english,0   ,17  ,B  ,31.036,foil  
english,1   ,17  ,B  ,15.557,target
english,2   ,17  ,B  ,15.206,target
english,3   ,17  ,B  ,43.414,foil  
english,4   ,17  ,B  ,17.688,target
english,5   ,17  ,B  ,21.081,foil  
english,6   ,17  ,B  ,15.838,target
english,7   ,17  ,B  ,48.413,foil  
english,8   ,17  ,B  ,57.981,foil  
english,9   ,17  ,B  ,18.629,target
english,10  ,17  ,B  ,15.457,foil  
english,11  ,17  ,B  ,21.529,target
english,12  ,17  ,B  ,23.318,foil  
english,13  ,17  ,B  ,7.132 ,target
english,14  ,17  ,B  ,29.055,foil  
english,15  ,17  ,B  ,5.865 ,target
english,16  ,17  ,B  ,10.709,target
english,17  ,17  ,B  ,16.128,foil  
english,18  ,17  ,B  ,12.004,target
english,19  ,17  ,B  ,32.358,foil  
english,20  ,17  ,B  ,48.017,foil  
english,21  ,17  ,B  ,30.448,target
english,22  ,17  ,B  ,12.221,target
english,23  ,17  ,B  ,10.838,foil  
english,24  ,17  ,B  ,19.537,foil  
english,25  ,17  ,B  ,3.811 ,target
english,26  ,17  ,B  ,24.535,foil  
english,27  ,17  ,B  ,11.869,target
english,28  ,17  ,B  ,15.473,foil  
english,29  ,17  ,B  ,8.162 ,target
english,30  ,17  ,B  ,20.936,target
english,31  ,17  ,B  ,30.88 ,foil  
english,32  ,17  ,B  ,7.031 ,target
english,33  ,17  ,B  ,41.624,foil  
english,34  ,17  ,B  ,9.916 ,foil  
english,35  ,17  ,B  ,8.618 ,target
english,36  ,17  ,B  ,9.26  ,target
english,37  ,17  ,B  ,12.716,foil  
english,38  ,17  ,B  ,32.78 ,foil  
english,39  ,17  ,B  ,11.055,target
english,40  ,17  ,B  ,14.639,foil  
english,41  ,17  ,B  ,33.974,target
english,42  ,17  ,B  ,27.608,foil  
english,43  ,17  ,B  ,6.603 ,target
english,44  ,17  ,B  ,5.515 ,target
english,45  ,17  ,B  ,35.453,foil  
english,46  ,17  ,B  ,12.639,target
english,47  ,17  ,B  ,10.537,foil  
english,48  ,17  ,B  ,8.67  ,target
english,49  ,17  ,B  ,6.698 ,foil  
english,50  ,17  ,B  ,13.473,target
english,51  ,17  ,B  ,23.846,foil  
english,52  ,17  ,B  ,18.742,foil  
english,53  ,17  ,B  ,5.409 ,target
english,54  ,17  ,B  ,23.152,foil  
english,55  ,17  ,B  ,8.421 ,target
english,56  ,17  ,B  ,6.228 ,target
english,57  ,17  ,B  ,34.375,foil  
english,58  ,17  ,B  ,11.56 ,foil  
english,59  ,17  ,B  ,7.503 ,target
english,60  ,17  ,B  ,23.961,target
english,61  ,17  ,B  ,8.449 ,foil  
english,62  ,17  ,B  ,4.073 ,target
english,63  ,17  ,B  ,19.34 ,foil  
english,64  ,17  ,B  ,6.756 ,target
english,65  ,17  ,B  ,10.051,foil  
english,66  ,17  ,B  ,25.926,foil  
english,67  ,17  ,B  ,7.529 ,target
english,68  ,17  ,B  ,26.942,foil  
english,69  ,17  ,B  ,6.347 ,target
english,70  ,17  ,B  ,11.949,target
english,71  ,17  ,B  ,13.471,foil  
english,0   ,18  ,A  ,38.213,foil  
english,1   ,18  ,A  ,6.374 ,target
english,2   ,18  ,A  ,9.586 ,target
english,3   ,18  ,A  ,39.709,foil  
english,4   ,18  ,A  ,16.502,target
english,5   ,18  ,A  ,22.789,foil  
english,6   ,18  ,A  ,10.066,target
english,7   ,18  ,A  ,65.427,foil  
english,8   ,18  ,A  ,40.772,foil  
english,9   ,18  ,A  ,13.09 ,target
english,10  ,18  ,A  ,29.166,foil  
english,11  ,18  ,A  ,12.731,target
english,12  ,18  ,A  ,18.815,foil  
english,13  ,18  ,A  ,8.749 ,target
english,14  ,18  ,A  ,24.588,foil  
english,15  ,18  ,A  ,3.809 ,target
english,16  ,18  ,A  ,14.292,target
english,17  ,18  ,A  ,11.698,foil  
english,18  ,18  ,A  ,11.434,target
english,19  ,18  ,A  ,59.397,foil  
english,20  ,18  ,A  ,28.395,foil  
english,21  ,18  ,A  ,11.147,target
english,22  ,18  ,A  ,7.013 ,target
english,23  ,18  ,A  ,20.273,foil  
english,24  ,18  ,A  ,13.249,foil  
english,25  ,18  ,A  ,7.982 ,target
english,26  ,18  ,A  ,12.732,foil  
english,27  ,18  ,A  ,20.381,target
english,28  ,18  ,A  ,14.71 ,foil  
english,29  ,18  ,A  ,11.012,target
english,30  ,18  ,A  ,10.775,target
english,31  ,18  ,A  ,51.327,foil  
english,32  ,18  ,A  ,16.966,target
english,33  ,18  ,A  ,24.309,foil  
english,34  ,18  ,A  ,15.849,foil  
english,35  ,18  ,A  ,10.748,target
english,36  ,18  ,A  ,13.108,target
english,37  ,18  ,A  ,12.948,foil  
english,38  ,18  ,A  ,15.272,foil  
english,39  ,18  ,A  ,7.44  ,target
english,40  ,18  ,A  ,15.56 ,foil  
english,41  ,18  ,A  ,12.666,target
english,42  ,18  ,A  ,40.599,foil  
english,43  ,18  ,A  ,14.415,target
english,44  ,18  ,A  ,9.039 ,target
english,45  ,18  ,A  ,25.265,foil  
english,46  ,18  ,A  ,6.789 ,target
english,47  ,18  ,A  ,14.727,foil  
english,48  ,18  ,A  ,8.864 ,target
english,49  ,18  ,A  ,7.562 ,foil  
english,50  ,18  ,A  ,10.497,target
english,51  ,18  ,A  ,8.94  ,foil  
english,52  ,18  ,A  ,14.169,foil  
english,53  ,18  ,A  ,7.814 ,target
english,54  ,18  ,A  ,34.128,foil  
english,55  ,18  ,A  ,7.218 ,target
english,56  ,18  ,A  ,5.076 ,target
english,57  ,18  ,A  ,24.512,foil  
english,58  ,18  ,A  ,9.212 ,foil  
english,59  ,18  ,A  ,16.648,target
english,60  ,18  ,A  ,11.354,target
english,61  ,18  ,A  ,8.561 ,foil  
english,62  ,18  ,A  ,6.79  ,target
english,63  ,18  ,A  ,11.644,foil  
english,64  ,18  ,A  ,10.653,target
english,65  ,18  ,A  ,13.68 ,foil  
english,66  ,18  ,A  ,30.372,foil  
english,67  ,18  ,A  ,15.4  ,target
english,68  ,18  ,A  ,18.03 ,foil  
english,69  ,18  ,A  ,14.17 ,target
english,70  ,18  ,A  ,11.619,target
english,71  ,18  ,A  ,15.033,foil  
english,0   ,18  ,B  ,44.332,foil  
english,1   ,18  ,B  ,18.356,target
english,2   ,18  ,B  ,17.652,target
english,3   ,18  ,B  ,44.614,foil  
english,4   ,18  ,B  ,26.695,target
english,5   ,18  ,B  ,34.987,foil  
english,6   ,18  ,B  ,15.82 ,target
english,7   ,18  ,B  ,41.731,foil  
english,8   ,18  ,B  ,52.409,foil  
english,9   ,18  ,B  ,9.433 ,target
english,10  ,18  ,B  ,11.387,foil  
english,11  ,18  ,B  ,24.538,target
english,12  ,18  ,B  ,29.183,foil  
english,13  ,18  ,B  ,10.284,target
english,14  ,18  ,B  ,34.942,foil  
english,15  ,18  ,B  ,11.734,target
english,16  ,18  ,B  ,5.882 ,target
english,17  ,18  ,B  ,19.192,foil  
english,18  ,18  ,B  ,7.158 ,target
english,19  ,18  ,B  ,29.318,foil  
english,20  ,18  ,B  ,35.531,foil  
english,21  ,18  ,B  ,17.897,target
english,22  ,18  ,B  ,11.592,target
english,23  ,18  ,B  ,14.446,foil  
english,24  ,18  ,B  ,22.559,foil  
english,25  ,18  ,B  ,8.006 ,target
english,26  ,18  ,B  ,29.563,foil  
english,27  ,18  ,B  ,7.632 ,target
english,28  ,18  ,B  ,11.883,foil  
english,29  ,18  ,B  ,9.623 ,target
english,30  ,18  ,B  ,16.372,target
english,31  ,18  ,B  ,26.6  ,foil  
english,32  ,18  ,B  ,7.939 ,target
english,33  ,18  ,B  ,30.608,foil  
english,34  ,18  ,B  ,12.805,foil  
english,35  ,18  ,B  ,14.28 ,target
english,36  ,18  ,B  ,5.943 ,target
english,37  ,18  ,B  ,21.632,foil  
english,38  ,18  ,B  ,28.32 ,foil  
english,39  ,18  ,B  ,7.151 ,target
english,40  ,18  ,B  ,9.63  ,foil  
english,41  ,18  ,B  ,18.654,target
english,42  ,18  ,B  ,25.474,foil  
english,43  ,18  ,B  ,8.427 ,target
english,44  ,18  ,B  ,11.668,target
english,45  ,18  ,B  ,24.379,foil  
english,46  ,18  ,B  ,9.31  ,target
english,47  ,18  ,B  ,14.681,foil  
english,48  ,18  ,B  ,10.159,target
english,49  ,18  ,B  ,17.122,foil  
english,50  ,18  ,B  ,14.795,target
english,51  ,18  ,B  ,22.459,foil  
english,52  ,18  ,B  ,9.845 ,foil  
english,53  ,18  ,B  ,7.223 ,target
english,54  ,18  ,B  ,21.279,foil  
english,55  ,18  ,B  ,11.087,target
english,56  ,18  ,B  ,9.022 ,target
english,57  ,18  ,B  ,23.917,foil  
english,58  ,18  ,B  ,13.728,foil  
english,59  ,18  ,B  ,8.467 ,target
english,60  ,18  ,B  ,14.187,target
english,61  ,18  ,B  ,17.357,foil  
english,62  ,18  ,B  ,7.772 ,target
english,63  ,18  ,B  ,21.829,foil  
english,64  ,18  ,B  ,9.439 ,target
english,65  ,18  ,B  ,10.878,foil  
english,66  ,18  ,B  ,20.478,foil  
english,67  ,18  ,B  ,11.37 ,target
english,68  ,18  ,B  ,17.639,foil  
english,69  ,18  ,B  ,8.722 ,target
english,70  ,18  ,B  ,12.624,target
english,71  ,18  ,B  ,13.24 ,foil  
english,0   ,19  ,A  ,32.132,foil  
english,1   ,19  ,A  ,16.798,target
english,2   ,19  ,A  ,12.916,target
english,3   ,19  ,A  ,39.197,foil  
english,4   ,19  ,A  ,14.296,target
english,5   ,19  ,A  ,22.406,foil  
english,6   ,19  ,A  ,41.89 ,target
english,7   ,19  ,A  ,57.248,foil  
english,8   ,19  ,A  ,51.645,foil  
english,9   ,19  ,A  ,22.72 ,target
english,10  ,19  ,A  ,20.914,foil  
english,11  ,19  ,A  ,9.248 ,target
english,12  ,19  ,A  ,14.625,foil  
english,13  ,19  ,A  ,12.886,target
english,14  ,19  ,A  ,22.512,foil  
english,15  ,19  ,A  ,4.919 ,target
english,16  ,19  ,A  ,5.867 ,target
english,17  ,19  ,A  ,11.407,foil  
english,18  ,19  ,A  ,8.563 ,target
english,19  ,19  ,A  ,44.652,foil  
english,20  ,19  ,A  ,39.108,foil  
english,21  ,19  ,A  ,22.925,target
english,22  ,19  ,A  ,7.85  ,target
english,23  ,19  ,A  ,15.096,foil  
english,24  ,19  ,A  ,13.576,foil  
english,25  ,19  ,A  ,7.748 ,target
english,26  ,19  ,A  ,20.755,foil  
english,27  ,19  ,A  ,5.898 ,target
english,28  ,19  ,A  ,13.052,foil  
english,29  ,19  ,A  ,7.918 ,target
english,30  ,19  ,A  ,7.942 ,target
english,31  ,19  ,A  ,33.796,foil  
english,32  ,19  ,A  ,6.087 ,target
english,33  ,19  ,A  ,27.589,foil  
english,34  ,19  ,A  ,12.519,foil  
english,35  ,19  ,A  ,16.861,target
english,36  ,19  ,A  ,11.392,target
english,37  ,19  ,A  ,15.916,foil  
english,38  ,19  ,A  ,17.36 ,foil  
english,39  ,19  ,A  ,7.102 ,target
english,40  ,19  ,A  ,11.141,foil  
english,41  ,19  ,A  ,7.442 ,target
english,42  ,19  ,A  ,32.112,foil  
english,43  ,19  ,A  ,8.739 ,target
english,44  ,19  ,A  ,4.545 ,target
english,45  ,19  ,A  ,24.019,foil  
english,46  ,19  ,A  ,8.371 ,target
english,47  ,19  ,A  ,11.655,foil  
english,48  ,19  ,A  ,5.942 ,target
english,49  ,19  ,A  ,11.217,foil  
english,50  ,19  ,A  ,7.962 ,target
english,51  ,19  ,A  ,17.846,foil  
english,52  ,19  ,A  ,14.052,foil  
english,53  ,19  ,A  ,6.63  ,target
english,54  ,19  ,A  ,27.2  ,foil  
english,55  ,19  ,A  ,6.236 ,target
english,56  ,19  ,A  ,5.816 ,target
english,57  ,19  ,A  ,21.12 ,foil  
english,58  ,19  ,A  ,10.007,foil  
english,59  ,19  ,A  ,10.573,target
english,60  ,19  ,A  ,11.083,target
english,61  ,19  ,A  ,11.246,foil  
english,62  ,19  ,A  ,8.349 ,target
english,63  ,19  ,A  ,15.297,foil  
english,64  ,19  ,A  ,5.98  ,target
english,65  ,19  ,A  ,10.41 ,foil  
english,66  ,19  ,A  ,26.798,foil  
english,67  ,19  ,A  ,7.295 ,target
english,68  ,19  ,A  ,18.354,foil  
